sn,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23
1439,2,1,4,2,2,1,1,2,3,2,1,2,1,1,2,1,1,1,5,2,2,3,5
1440,3,2,2,4,3,3,3,2,3,4,2,4,3,3,2,4,3,2,2,4,4,2,4
1441,2,1,1,3,3,1,3,2,4,2,2,3,2,3,2,3,2,2,3,4,5,3,5
1442,2,1,4,2,2,2,3,2,2,2,2,3,2,3,3,2,2,3,3,4,4,4,4
1443,1,1,4,3,3,3,4,1,1,2,2,3,3,3,3,2,1,3,2,3,4,3,3
1444,1,2,1,2,1,1,2,1,4,1,1,2,1,1,1,2,1,1,5,3,2,1,2
1445,2,1,2,4,4,3,5,2,3,2,2,4,4,2,3,2,2,2,1,4,4,2,4
1446,2,2,4,2,2,1,2,2,4,2,2,3,2,2,2,3,2,1,4,4,3,4,4
1447,4,2,3,3,2,2,2,2,4,2,3,3,2,2,2,3,3,2,1,5,2,4,3
1448,3,1,3,2,4,3,5,2,4,2,2,3,2,3,2,3,2,3,1,5,3,4,1
1449,2,1,3,2,2,1,4,2,3,3,1,4,3,3,2,3,2,3,1,4,3,5,3
1450,2,1,3,3,3,2,2,2,4,3,3,3,2,3,2,2,3,2,1,4,2,2,3
1451,3,1,3,3,2,2,4,2,1,3,2,3,4,3,1,3,3,3,4,5,4,1,1
1452,3,1,2,3,4,2,3,3,2,3,4,5,4,4,3,3,4,3,2,4,4,2,2
1453,2,1,4,2,4,1,2,5,4,2,5,2,2,1,2,1,4,1,1,3,2,4,4
1454,3,2,3,2,2,1,2,1,3,2,1,3,2,2,1,3,2,1,2,3,3,4,3
1455,2,2,4,2,2,4,4,2,4,2,2,2,4,4,2,2,2,4,4,2,2,4,2
1456,4,1,1,4,4,3,4,2,1,5,2,5,5,4,3,5,2,4,1,1,4,2,4
1457,3,1,2,3,3,3,4,3,5,1,3,2,3,3,2,3,4,3,1,5,3,3,5
1458,2,1,2,2,2,2,4,2,1,2,2,3,3,1,2,4,2,3,1,4,4,1,1
1459,2,1,1,4,4,4,5,1,1,4,1,4,2,3,4,5,1,2,2,5,4,4,4
1460,2,2,2,2,4,2,2,2,4,2,2,3,2,2,3,4,2,3,3,4,3,3,4
1461,2,1,2,2,1,1,2,1,3,1,1,3,2,3,3,2,2,3,1,2,1,3,4
1462,2,3,3,2,2,1,2,2,4,1,1,3,1,1,1,2,1,1,4,3,2,3,4
1463,4,1,4,3,5,1,2,3,1,3,2,2,3,3,5,4,3,3,1,4,4,2,5
1464,1,5,2,2,2,2,4,2,1,2,2,4,2,3,4,2,2,3,1,4,2,1,1
1465,2,1,2,4,4,2,4,1,3,4,3,3,3,3,2,3,3,3,2,5,5,2,3
1466,2,1,3,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2
1467,3,1,2,3,4,3,3,2,4,3,3,4,2,4,4,3,2,2,1,4,4,2,1
1468,3,2,3,3,3,2,2,3,4,2,3,3,3,4,3,3,2,2,2,4,2,2,4
1469,2,2,3,1,2,1,1,2,5,2,2,3,1,1,3,1,1,1,5,3,2,3,4
1470,3,1,1,2,3,4,4,3,4,3,3,3,3,5,2,5,4,5,2,3,4,2,3
1471,2,1,2,3,2,4,3,2,2,2,1,4,2,4,5,3,3,4,3,5,4,3,3
1472,2,3,3,2,4,1,1,1,3,2,1,4,3,2,2,2,1,1,1,4,3,4,4
1473,2,1,4,2,2,1,2,2,4,5,2,1,2,1,2,2,2,1,4,2,2,4,4
1474,2,2,4,3,2,1,2,2,4,2,2,1,1,1,2,2,2,1,3,2,3,4,4
1475,1,2,3,4,1,1,1,2,3,1,1,3,1,1,2,2,2,1,1,2,4,3,4
1476,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,3,4,3,3,3
1477,3,2,3,2,2,1,3,2,4,2,2,3,2,2,3,3,2,3,2,4,2,4,2
1478,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,1,4,4,2,4,4
1479,3,2,1,3,4,2,4,2,2,2,3,4,3,3,3,3,3,2,2,4,4,2,2
1480,2,2,2,4,2,2,3,2,4,2,2,4,2,3,2,3,3,4,3,4,3,3,4
1481,2,1,5,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,3,4,2,4,5
1482,1,2,4,3,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,4,2,2,3
1483,2,1,3,3,4,2,4,2,4,2,2,4,3,2,2,4,2,4,2,3,3,2,2
1484,2,1,3,2,2,1,3,2,1,2,2,3,2,4,2,3,2,2,2,4,3,2,3
1485,3,1,1,3,3,5,5,2,1,5,2,5,3,5,3,5,2,3,1,5,3,4,3
1486,2,1,3,2,3,2,2,2,4,2,2,3,2,2,3,3,2,2,3,4,3,3,4
1487,2,1,1,3,1,1,2,3,3,1,2,2,3,2,2,1,2,1,1,4,2,5,5
1488,2,1,2,2,2,2,4,2,2,2,4,4,3,2,4,2,4,2,2,5,3,2,4
1489,3,1,2,3,3,4,4,1,2,3,2,4,4,2,4,4,2,3,2,4,3,2,4
1490,3,1,2,5,4,4,4,1,3,1,3,3,2,3,2,3,2,3,4,4,3,3,3
1491,3,1,4,5,2,2,2,3,4,2,3,4,4,3,2,2,2,2,2,5,4,3,3
1492,1,1,4,1,1,1,1,2,3,1,2,2,2,4,2,2,2,2,2,2,3,2,1
1493,3,2,2,3,3,2,2,2,4,2,2,4,2,2,2,2,2,2,3,4,4,2,4
1494,2,1,1,3,3,1,2,1,2,1,2,3,2,3,3,4,3,3,1,5,3,2,2
1495,4,1,1,5,5,1,5,2,1,2,2,3,4,5,2,5,2,3,1,5,5,3,5
1496,2,1,4,2,4,1,2,2,2,2,2,4,2,2,5,2,2,1,3,5,2,2,3
1497,3,2,2,3,4,3,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,3,3
1498,1,2,3,1,1,1,2,1,3,3,2,2,2,1,2,3,2,1,4,3,2,2,4
1499,2,2,4,2,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,3,3,3,4
1500,2,1,1,3,4,2,2,2,4,2,2,4,2,2,4,2,2,3,2,4,4,4,4
1501,3,2,3,3,4,3,3,3,4,2,3,3,2,4,3,3,3,3,1,4,3,2,2
1502,4,1,2,4,5,1,5,3,2,4,3,5,4,5,5,5,4,5,3,3,4,2,4
1503,3,1,1,5,4,1,3,4,5,1,3,3,1,1,3,3,4,2,4,5,5,5,1
1504,3,2,3,3,2,3,3,2,4,2,2,3,2,2,3,3,3,2,2,2,3,3,3
1505,3,1,2,5,2,1,5,5,5,2,5,5,1,3,5,5,5,3,1,5,5,5,5
1506,2,1,3,2,2,5,4,2,2,2,2,3,2,2,5,2,4,4,2,2,2,2,4
1507,2,1,2,3,2,4,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3
1508,5,1,1,5,5,5,5,3,4,5,5,5,5,5,5,5,3,2,1,3,5,1,3
1509,2,1,4,2,2,1,2,2,2,1,1,3,2,4,2,3,2,1,3,2,3,3,3
1510,2,1,2,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,3,3,3
1511,2,1,2,4,2,2,4,2,5,2,3,5,4,4,3,2,3,3,2,3,4,2,3
1512,2,1,5,2,3,1,1,1,3,1,2,3,1,1,1,2,2,2,4,2,2,3,5
1513,3,2,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,2,2,2,2,3
1514,3,1,2,4,3,1,4,3,2,2,2,2,3,4,3,3,2,3,3,4,4,2,4
1515,3,1,2,3,3,3,4,4,5,3,3,3,3,4,3,3,3,3,5,3,3,3,3
1516,2,2,3,2,2,1,1,1,1,2,2,3,2,1,1,2,2,1,1,3,3,4,2
1517,3,4,3,4,3,4,4,5,2,2,4,4,4,3,3,4,4,5,2,2,4,5,2
1518,4,1,2,2,2,3,3,3,5,2,4,3,3,4,4,5,3,3,1,5,4,3,4
1519,3,1,1,2,2,1,3,2,4,3,2,3,2,3,4,4,4,2,1,4,4,3,2
1520,2,1,4,2,2,5,5,2,2,2,4,2,4,4,2,2,2,5,1,5,5,1,1
1521,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,2,1
1522,2,1,2,2,3,1,2,2,4,2,1,1,2,2,1,2,2,1,5,3,3,2,3
1523,3,2,3,3,3,2,3,3,2,2,2,3,2,4,3,3,3,2,2,4,3,3,3
1524,2,1,3,1,2,1,3,1,1,1,1,3,1,1,1,2,1,1,2,5,2,1,3
1525,3,3,3,2,3,1,2,2,5,1,1,2,1,4,2,2,2,2,3,3,3,5,5
1526,2,4,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,3,2,4,3
1527,2,1,2,4,3,2,2,3,3,2,2,4,2,2,2,3,3,3,3,3,3,3,2
1528,2,1,2,3,2,1,2,2,3,2,2,3,2,3,3,3,2,2,3,4,3,4,5
1529,3,1,2,3,4,3,4,3,1,4,3,4,4,3,4,4,2,3,1,5,3,2,4
1530,2,2,3,2,2,4,3,2,2,3,2,2,2,3,3,2,2,2,3,2,2,2,3
1531,2,1,3,3,2,2,3,2,1,2,2,4,3,4,2,2,2,3,1,4,4,3,3
1532,2,1,1,2,3,2,4,3,2,2,2,4,1,4,2,2,3,3,2,5,4,1,1
1533,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,4,3,2,4,5
1534,2,2,4,3,2,2,2,2,4,2,2,3,1,2,3,3,2,2,2,2,3,3,3
1535,2,1,3,2,1,2,2,2,4,2,2,3,2,2,2,2,2,1,4,3,2,4,4
1536,2,1,3,2,2,3,3,2,5,3,2,3,1,3,3,3,2,2,3,4,2,3,4
1537,2,1,4,2,5,5,2,2,4,3,2,4,2,5,5,2,2,5,2,3,4,4,5
1538,3,1,1,3,4,1,4,2,2,3,4,3,2,3,2,3,3,4,1,4,5,2,2
1539,2,2,4,2,3,2,2,2,5,2,2,3,2,2,2,3,2,1,3,4,3,4,4
1540,3,1,2,3,2,3,3,1,3,2,2,3,3,4,3,2,1,3,2,3,3,3,5
1541,2,1,1,3,4,1,2,2,4,2,2,3,2,3,3,4,3,1,4,4,4,4,4
1542,2,1,3,2,2,5,4,1,3,2,2,3,4,4,3,2,3,4,3,3,3,2,3
1543,1,2,2,3,4,2,2,2,3,1,2,3,2,2,3,3,2,2,1,5,2,3,1
1544,2,2,3,3,2,2,3,2,1,1,1,3,2,2,1,2,2,2,4,4,3,2,3
1545,2,2,4,3,4,2,2,2,4,2,2,2,2,2,1,2,2,1,4,2,2,5,5
1546,3,2,3,4,2,2,4,2,4,4,3,4,3,3,4,3,3,3,2,4,2,4,4
1547,2,3,3,2,2,1,2,2,4,2,1,3,2,1,1,3,3,2,3,3,2,4,5
1548,3,2,1,3,3,2,5,3,3,2,3,2,2,2,5,3,4,1,1,3,4,3,1
1549,2,1,3,3,2,2,4,2,3,2,2,3,2,4,3,2,2,2,3,4,4,1,4
1550,2,1,3,3,2,2,3,2,1,2,2,4,2,3,3,2,3,2,1,4,3,2,1
1551,2,3,4,3,3,2,2,2,4,2,2,2,1,3,3,3,2,2,2,4,2,3,4
1552,3,1,2,2,3,4,5,2,4,3,1,4,4,5,5,4,2,2,2,3,4,1,3
1553,2,2,4,3,3,2,2,2,4,2,1,3,2,2,2,3,2,2,2,3,3,4,4
1554,2,2,2,4,4,4,4,3,1,4,3,4,4,3,4,5,4,5,2,5,4,3,4
1555,4,4,3,2,4,2,4,2,5,2,2,4,3,5,3,4,3,2,2,5,2,5,5
1556,1,1,4,1,2,1,2,1,4,2,1,2,1,1,1,1,1,1,4,2,1,4,4
1557,2,1,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,2,2,4,4,3,4
1558,4,1,1,4,5,3,4,2,1,3,3,5,3,4,5,5,2,4,1,4,4,3,4
1559,1,1,1,4,2,1,3,2,1,2,2,4,3,2,2,5,3,4,4,5,5,1,1
1560,2,3,2,3,4,2,3,3,4,2,3,3,3,3,3,3,4,2,3,3,3,2,3
1561,2,1,3,2,2,1,1,1,2,2,2,2,2,2,3,3,2,2,3,4,2,3,4
1562,5,1,1,5,4,1,4,2,1,3,2,3,2,3,4,4,2,4,1,5,5,4,2
1563,3,1,1,4,4,3,4,3,1,2,4,3,3,3,5,4,2,3,1,4,4,1,4
1564,2,1,3,2,4,3,3,3,5,3,2,5,3,4,1,3,2,4,1,4,4,3,3
1565,3,2,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,2,4,3,2,4
1566,1,2,3,2,3,2,3,2,3,2,2,3,1,2,2,2,3,2,3,3,2,4,4
1567,2,3,4,2,2,1,1,1,3,2,2,3,2,1,1,2,1,2,2,2,1,3,4
1568,2,2,4,2,2,1,2,2,5,2,2,2,1,1,1,2,2,1,4,3,2,4,5
1569,3,1,3,2,2,1,4,2,2,2,1,2,2,2,2,2,2,2,4,3,3,4,4
1570,3,2,3,4,3,2,2,2,4,2,2,1,1,2,2,3,2,2,3,2,3,4,4
1571,2,1,3,3,3,5,4,3,4,2,3,4,2,2,2,2,2,4,3,4,4,3,3
1572,2,2,3,3,2,3,3,2,2,3,2,3,2,2,3,2,2,2,2,4,4,2,4
1573,2,1,3,2,3,2,2,1,2,2,2,2,2,2,3,2,2,2,3,3,3,4,4
1574,3,2,2,3,3,2,4,1,4,2,1,3,2,3,2,3,2,3,2,4,3,3,4
1575,2,4,3,3,1,1,2,2,4,1,2,3,2,2,2,2,2,1,4,3,2,4,5
1576,3,2,1,4,4,2,5,3,2,1,3,3,2,4,4,4,3,2,2,4,4,3,4
1577,3,2,3,2,3,2,2,3,5,1,2,3,2,3,2,3,3,2,3,4,3,5,2
1578,3,2,2,3,4,5,5,1,1,3,2,3,2,3,3,2,2,2,1,4,3,3,1
1579,1,2,3,2,3,3,4,2,2,1,2,3,2,2,4,2,3,2,4,4,4,4,5
1580,1,2,4,2,2,1,2,1,1,3,1,3,2,2,2,2,2,2,2,5,3,4,4
1581,3,1,1,4,4,1,2,4,3,3,4,4,1,2,3,4,4,3,3,3,3,1,3
1582,2,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,2,4,3,3,3
1583,2,1,2,4,2,2,2,4,2,3,4,4,2,3,4,2,4,2,1,5,3,3,4
1584,1,1,1,4,2,1,2,1,1,2,2,3,4,4,2,2,2,2,2,4,4,2,2
1585,2,1,1,2,2,2,3,2,1,3,2,3,2,3,3,3,3,2,3,3,3,3,3
1586,4,2,1,4,1,4,5,2,4,4,2,2,3,5,4,5,3,4,2,2,4,1,1
1587,3,1,1,3,2,3,4,4,1,2,3,3,4,4,3,3,4,3,1,2,3,2,2
1588,4,1,1,2,1,1,4,1,1,1,3,4,4,3,5,5,2,5,1,5,4,3,4
1589,2,1,3,3,2,2,4,2,2,2,3,4,2,2,3,4,2,4,2,5,5,4,3
1590,2,2,3,2,2,1,2,3,4,2,3,3,2,2,2,2,2,2,2,2,2,3,3
1591,3,1,1,2,3,4,5,2,1,2,3,4,5,4,3,3,2,3,1,5,5,3,1
1592,2,2,2,2,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3
1593,2,2,3,3,2,5,4,3,3,2,3,3,2,4,2,2,3,3,4,3,3,3,3
1594,2,2,4,2,2,1,1,1,4,1,1,2,1,3,3,2,1,1,4,3,2,3,4
1595,2,1,1,3,4,3,4,2,3,2,2,4,2,4,4,3,2,3,3,5,4,3,4
1596,1,2,2,1,2,2,4,2,1,2,2,3,2,2,3,2,2,2,1,4,4,2,2
1597,2,1,2,2,2,1,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3
1598,3,2,2,3,2,2,3,2,2,2,2,3,2,4,4,3,3,3,3,4,2,4,3
1599,2,1,4,2,2,1,1,1,4,2,2,2,1,2,2,2,2,1,2,4,3,3,2
1600,3,2,2,2,4,4,4,4,4,2,3,2,3,3,4,4,4,2,2,4,5,4,4
1601,3,1,3,3,3,2,3,3,4,2,3,3,2,3,2,3,3,2,2,3,2,3,3
1602,2,1,2,3,4,1,1,1,3,2,2,5,2,3,3,4,2,1,2,4,4,3,4
1603,2,1,1,2,3,2,4,3,1,3,3,2,2,3,5,5,4,2,1,2,4,2,5
1604,2,1,1,3,2,4,4,2,2,3,3,4,4,4,4,4,2,4,1,3,3,2,2
1605,3,1,1,2,2,2,4,2,2,3,3,3,2,3,2,1,3,3,3,4,4,4,4
1606,2,2,4,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,4,3,4,3
1607,2,1,3,3,2,2,2,2,3,2,3,3,2,3,2,3,2,2,3,5,4,3,2
1608,1,2,5,1,2,1,1,1,1,1,2,3,1,2,2,2,1,1,4,5,2,4,5
1609,2,1,2,2,2,3,2,3,2,3,3,4,3,3,3,2,3,3,2,4,2,2,2
1610,1,1,1,3,2,2,4,3,1,1,3,4,2,2,3,4,3,3,1,5,4,2,3
1611,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2
1612,3,1,3,3,4,2,4,3,4,2,2,3,2,3,3,4,3,3,3,4,5,2,5
1613,2,1,3,2,2,2,2,1,3,2,2,3,2,3,2,2,2,2,4,3,3,3,4
1614,4,5,1,2,4,2,2,3,2,4,2,4,4,4,2,4,3,1,2,3,2,2,4
1615,3,4,3,4,3,4,2,2,4,3,3,3,2,3,4,3,2,2,3,2,3,3,2
1616,4,1,2,5,5,4,4,3,3,2,3,5,5,3,4,5,3,4,2,5,5,1,1
1617,2,2,4,2,2,2,3,2,3,4,2,2,2,3,2,3,2,2,4,4,2,4,3
1618,4,1,2,4,5,4,5,2,3,4,2,4,4,4,3,4,2,5,1,5,5,3,3
1619,1,1,3,3,2,2,3,2,2,2,2,4,3,4,2,3,3,3,1,3,3,4,4
1620,3,1,2,4,3,1,2,5,1,2,5,3,2,3,3,4,5,4,2,5,4,1,1
1621,2,1,3,2,3,3,3,2,2,2,3,3,3,3,2,3,2,4,3,5,3,3,3
1622,2,2,4,4,4,5,4,2,4,2,2,4,4,5,4,2,2,5,1,2,4,4,4
1623,2,1,4,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,4,3,3,4,3
1624,3,1,2,3,4,5,5,1,2,1,1,4,4,4,2,2,2,4,2,2,3,1,4
1625,1,1,1,2,2,3,3,1,1,2,1,3,3,3,2,2,2,3,1,4,4,2,4
1626,5,2,3,3,4,2,3,4,1,1,3,4,3,3,4,4,3,4,3,4,3,3,3
1627,3,1,4,3,3,2,2,2,3,1,2,3,2,3,3,2,2,1,5,2,3,5,3
1628,2,1,1,2,2,4,2,3,4,3,2,2,3,3,2,4,3,3,1,4,4,4,4
1629,2,1,1,4,4,2,5,2,1,2,2,5,2,2,4,2,3,2,5,4,4,5,5
1630,1,1,4,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,4,2,2,4,4
1631,2,1,2,4,3,3,4,2,1,2,3,4,3,4,4,4,2,3,1,4,4,2,3
1632,3,2,4,3,3,3,4,2,3,2,2,4,2,3,2,3,2,3,1,4,4,2,4
1633,2,1,1,4,4,2,2,2,4,2,2,4,2,3,3,4,3,2,2,4,4,4,2
1634,1,2,2,2,4,2,2,2,3,2,2,4,2,1,3,2,3,2,3,3,3,2,4
1635,2,1,3,2,2,1,3,1,3,1,2,4,1,2,1,2,2,2,2,4,3,3,2
1636,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,3
1637,2,4,5,2,2,2,3,2,5,1,2,2,2,3,3,3,2,2,4,2,2,4,3
1638,2,1,3,2,2,2,3,2,1,2,3,3,2,3,3,2,2,3,1,2,2,1,1
1639,2,1,4,3,3,2,2,2,3,2,3,3,2,3,4,3,2,2,2,4,3,3,4
1640,3,2,3,3,4,3,2,3,2,3,4,3,3,3,4,4,3,2,2,4,4,2,2
1641,1,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,4,4,2,4,4
1642,2,1,1,2,2,1,3,1,1,4,1,4,1,4,2,4,2,4,1,2,3,4,4
1643,2,3,4,3,2,5,2,2,3,2,3,3,3,4,3,3,2,5,3,3,3,2,4
1644,3,1,3,3,2,4,3,2,4,2,2,3,2,1,1,2,3,1,3,4,2,4,2
1645,1,4,5,1,1,1,1,1,5,1,1,3,3,2,3,2,1,2,3,4,2,3,4
1646,4,2,1,3,2,2,3,4,4,2,3,4,4,3,3,4,3,3,1,4,4,3,4
1647,3,1,3,3,4,4,3,2,2,2,2,3,2,3,3,3,3,3,2,5,3,3,3
1648,2,1,1,3,3,1,3,2,4,2,2,4,3,3,2,3,3,1,1,2,3,4,4
1649,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4
1650,2,2,3,1,2,2,4,3,2,1,2,3,2,2,4,3,3,2,4,4,3,4,4
1651,2,3,4,2,3,2,2,2,3,3,2,2,2,3,3,3,2,1,4,4,2,3,4
1652,1,2,3,2,2,1,2,2,4,2,2,3,2,2,2,2,2,2,4,5,2,4,5
1653,2,2,4,2,2,2,2,2,4,1,1,2,2,2,2,2,2,2,3,3,3,4,4
1654,2,3,4,3,2,1,2,1,3,2,1,2,2,3,2,2,1,1,4,3,2,4,4
1655,2,1,4,3,2,1,2,2,2,2,2,3,1,2,2,2,2,1,4,2,2,2,4
1656,2,1,2,2,2,3,3,3,3,1,1,4,2,3,3,3,1,2,3,5,4,3,5
1657,1,1,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2
1658,3,1,1,2,4,4,5,3,1,5,4,3,4,3,4,3,4,4,1,5,5,1,4
1659,2,1,4,3,2,2,3,2,5,1,2,2,5,5,3,3,2,5,3,5,5,3,4
1660,3,2,3,2,2,2,2,2,4,2,2,3,2,2,3,3,2,2,2,4,2,2,2
1661,2,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,2,2,3,4,3,2,3
1662,2,1,2,3,2,2,3,2,2,1,2,3,2,3,3,4,2,3,1,5,4,3,4
1663,3,1,2,3,5,4,4,3,4,2,3,5,3,5,4,4,3,4,2,5,5,1,4
1664,1,1,3,2,1,2,3,2,5,2,2,4,1,4,3,2,1,3,1,3,3,4,5
1665,3,2,3,2,3,1,2,3,4,2,2,3,3,3,2,3,2,2,1,4,2,4,3
1666,2,1,3,2,3,2,3,1,3,2,1,3,2,1,1,3,2,2,1,3,3,3,4
1667,2,1,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,5,3,2,4
1668,2,1,3,3,2,3,4,1,3,1,2,3,3,3,3,2,2,3,4,3,3,2,5
1669,3,1,2,3,4,2,4,2,2,4,4,4,4,4,2,4,2,4,4,4,4,4,1
1670,1,1,1,3,2,3,5,3,2,1,3,3,4,4,3,2,3,2,2,5,4,2,3
1671,2,1,3,3,3,2,2,2,4,2,3,2,2,3,3,2,2,2,3,4,3,1,4
1672,2,1,4,2,2,1,2,2,5,2,1,1,1,2,1,2,2,2,1,5,2,4,2
1673,3,1,1,2,2,2,2,1,2,2,2,2,3,3,3,3,3,3,1,5,5,5,2
1674,2,1,5,2,3,1,2,2,3,1,1,2,1,2,3,3,2,1,3,3,3,3,3
1675,1,1,1,4,4,1,4,4,4,2,4,2,2,5,4,3,1,2,1,4,4,3,5
1676,3,2,3,3,3,2,4,3,4,2,3,3,3,2,2,3,3,3,2,4,2,2,3
1677,2,1,3,2,2,2,2,2,3,1,2,2,3,2,3,1,3,4,2,3,2,2,3
1678,2,1,4,2,2,1,2,2,4,1,2,2,3,1,2,2,1,1,4,3,2,2,4
1679,2,1,1,3,3,4,4,2,3,2,2,3,1,4,2,2,2,3,1,4,4,2,4
1680,2,2,2,1,2,4,4,1,1,4,2,3,4,2,2,4,2,3,1,2,2,4,4
1681,2,1,1,3,4,2,2,1,3,2,2,5,5,5,3,3,2,5,5,4,4,2,4
1682,3,2,3,3,3,4,4,2,4,2,3,4,4,4,2,2,2,4,3,2,3,3,4
1683,3,1,2,2,3,3,2,2,1,2,3,3,3,2,2,3,2,3,3,5,3,2,3
1684,3,4,3,3,2,4,4,2,4,3,2,4,3,3,3,3,2,4,2,4,4,4,3
1685,3,4,5,3,2,2,2,2,4,1,1,4,2,3,4,2,2,3,3,3,2,5,5
1686,2,1,2,4,4,3,3,3,3,2,3,3,3,3,3,3,2,3,4,4,4,3,2
1687,3,4,4,3,4,2,3,3,4,1,2,2,2,4,2,2,3,1,4,2,3,3,2
1688,2,1,3,2,2,1,1,2,4,2,2,3,2,2,2,3,2,2,2,3,2,3,3
1689,1,1,2,3,3,1,2,2,2,1,1,3,2,1,3,3,2,3,1,4,3,1,3
1690,2,3,4,2,2,2,4,2,3,2,2,4,2,3,2,2,2,2,4,4,4,4,4
1691,2,1,3,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,1,3,2,3,3
1692,4,1,2,3,3,1,2,3,4,2,2,3,2,3,3,4,3,3,2,5,4,4,4
1693,2,2,3,2,3,2,2,2,3,2,2,3,2,3,3,2,3,2,3,3,2,3,4
1694,4,1,1,4,4,2,3,3,1,4,3,4,4,4,3,2,3,3,2,4,4,1,3
1695,2,1,2,4,2,1,4,2,2,1,2,3,1,2,3,4,2,2,1,4,4,1,4
1696,3,1,1,3,4,2,3,3,2,2,3,4,4,5,2,4,3,4,2,4,3,4,3
1697,3,1,2,2,4,2,4,1,3,3,2,3,3,3,3,3,3,3,1,5,4,3,3
1698,2,1,3,3,3,2,2,1,4,2,1,3,2,3,2,2,2,2,3,4,4,4,4
1699,2,2,3,3,2,2,2,2,5,2,2,2,2,2,2,2,3,2,3,2,2,2,5
1700,3,1,2,3,3,1,2,3,1,3,2,3,3,3,2,3,3,3,2,4,4,3,3
1701,2,4,1,4,5,4,5,2,4,2,2,4,3,4,4,3,3,3,1,2,4,3,4
1702,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,3,3,2,3,1,2,2,3
1703,2,1,2,4,3,3,4,4,4,2,3,4,2,4,4,4,2,3,4,2,4,3,3
1704,3,1,2,3,3,2,3,2,1,2,3,3,3,2,2,3,3,2,1,4,3,1,4
1705,3,2,4,4,2,3,5,2,3,2,2,3,3,2,3,3,5,2,2,5,3,4,3
1706,3,1,3,3,4,4,4,3,3,2,3,4,4,3,3,3,4,3,1,4,5,3,1
1707,2,1,1,5,5,5,5,5,1,5,3,5,5,5,5,5,3,5,1,5,5,1,3
1708,4,1,1,4,5,2,5,2,1,1,4,3,4,4,2,5,4,4,1,4,4,2,2
1709,3,2,2,3,4,2,2,1,3,3,1,3,3,3,2,3,2,3,3,4,3,3,4
1710,1,1,1,3,4,1,2,2,2,2,2,2,4,2,2,3,2,4,2,5,5,2,2
1711,4,1,1,4,4,1,4,3,1,3,4,3,4,4,4,3,4,4,1,5,5,3,1
1712,3,1,1,3,3,1,5,2,1,4,5,3,2,2,5,5,4,1,1,5,5,4,2
1713,2,1,4,2,2,2,2,3,4,2,2,3,2,2,2,2,2,2,3,2,2,2,4
1714,3,1,2,3,3,2,4,4,4,2,3,3,2,2,2,2,3,3,2,4,2,2,3
1715,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
1716,2,1,1,3,2,3,4,2,1,2,2,5,3,4,4,2,5,5,3,4,5,4,5
1717,2,1,3,4,2,1,3,1,4,2,1,3,2,4,4,2,2,3,3,3,4,4,4
1718,2,3,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,4
1719,2,1,3,3,2,3,3,1,3,2,1,4,3,4,4,3,1,4,1,5,4,3,4
1720,2,1,3,2,3,2,4,2,4,3,1,3,1,4,2,4,2,2,2,3,3,2,4
1721,2,2,3,3,2,2,3,2,4,2,2,2,2,2,2,2,2,2,1,4,2,4,4
1722,1,2,3,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,3,3,4,4
